fpr,tpr
0.0,0.0
0.0,0.0006027727546714888
0.0,0.007233273056057866
0.0001712035610340695,0.007233273056057866
0.0001712035610340695,0.018083182640144666
0.000342407122068139,0.018083182640144666
0.000342407122068139,0.019288728149487643
0.0005136106831022085,0.019288728149487643
0.0005136106831022085,0.022905364677516575
0.000684814244136278,0.022905364677516575
0.000684814244136278,0.02591922845087402
0.0008560178051703475,0.02591922845087402
0.0008560178051703475,0.027727546714888487
0.001027221366204417,0.027727546714888487
0.001027221366204417,0.04219409282700422
0.0011984249272384865,0.04219409282700422
0.0011984249272384865,0.04581072935503315
0.001369628488272556,0.04581072935503315
0.001369628488272556,0.04942736588306208
0.001712035610340695,0.04942736588306208
0.001712035610340695,0.05063291139240506
0.0018832391713747645,0.05063291139240506
0.0018832391713747645,0.059674502712477394
0.002054442732408834,0.059674502712477394
0.002054442732408834,0.062085593731163354
0.0022256462934429036,0.062085593731163354
0.0022256462934429036,0.06570223025919228
0.002396849854476973,0.06570223025919228
0.002396849854476973,0.06751054852320675
0.0025680534155110425,0.06751054852320675
0.0025680534155110425,0.06811332127787824
0.002739256976545112,0.06811332127787824
0.002739256976545112,0.06931886678722121
0.002910460537579182,0.06931886678722121
0.002910460537579182,0.07233273056057866
0.0030816640986132513,0.07233273056057866
0.0030816640986132513,0.07293550331525014
0.0032528676596473207,0.07293550331525014
0.0032528676596473207,0.07414104882459313
0.00342407122068139,0.07414104882459313
0.00342407122068139,0.0753465943339361
0.0035952747817154596,0.0753465943339361
0.0035952747817154596,0.07715491259795057
0.0039376819037835985,0.07715491259795057
0.0039376819037835985,0.07775768535262206
0.004108885464817668,0.07775768535262206
0.004108885464817668,0.07836045810729356
0.004280089025851737,0.07836045810729356
0.004280089025851737,0.08438818565400844
0.004451292586885807,0.08438818565400844
0.004451292586885807,0.0861965039180229
0.004622496147919877,0.0861965039180229
0.004622496147919877,0.0867992766726944
0.004793699708953946,0.0867992766726944
0.004793699708953946,0.08740204942736589
0.005136106831022085,0.08740204942736589
0.005136106831022085,0.09041591320072333
0.005307310392056155,0.09041591320072333
0.005307310392056155,0.09342977697408077
0.005478513953090224,0.09342977697408077
0.005478513953090224,0.09463532248342375
0.005649717514124294,0.09463532248342375
0.005649717514124294,0.09523809523809523
0.005820921075158364,0.09523809523809523
0.005820921075158364,0.0970464135021097
0.0061633281972265025,0.0970464135021097
0.0061633281972265025,0.09885473176612417
0.0063345317582605715,0.09885473176612417
0.0063345317582605715,0.10006027727546715
0.00667693888032871,0.10006027727546715
0.00667693888032871,0.10066305003013863
0.00684814244136278,0.10066305003013863
0.00684814244136278,0.10367691380349608
0.00701934600239685,0.10367691380349608
0.00701934600239685,0.10608800482218204
0.007190549563430919,0.10608800482218204
0.007190549563430919,0.10669077757685352
0.007361753124464989,0.10669077757685352
0.007361753124464989,0.11151295961422544
0.007532956685499058,0.11151295961422544
0.007532956685499058,0.11211573236889692
0.007704160246533128,0.11211573236889692
0.007704160246533128,0.12718505123568416
0.007875363807567197,0.12718505123568416
0.007875363807567197,0.1289933694996986
0.008217770929635337,0.1289933694996986
0.008217770929635337,0.13381555153707053
0.008388974490669407,0.13381555153707053
0.008388974490669407,0.13743218806509946
0.008560178051703475,0.13743218806509946
0.008560178051703475,0.13863773357444242
0.008731381612737545,0.13863773357444242
0.008731381612737545,0.1416515973477999
0.008902585173771614,0.1416515973477999
0.008902585173771614,0.14526823387582882
0.009073788734805684,0.14526823387582882
0.009073788734805684,0.1458710066305003
0.009244992295839754,0.1458710066305003
0.009244992295839754,0.14707655213984328
0.010101010101010102,0.14707655213984328
0.010101010101010102,0.14948764315852922
0.01044341722307824,0.14948764315852922
0.01044341722307824,0.15009041591320071
0.01061462078411231,0.15009041591320071
0.01061462078411231,0.1512959614225437
0.01078582434514638,0.1512959614225437
0.01078582434514638,0.1518987341772152
0.010957027906180448,0.1518987341772152
0.010957027906180448,0.1525015069318867
0.011128231467214518,0.1525015069318867
0.011128231467214518,0.15370705244122965
0.011299435028248588,0.15370705244122965
0.011299435028248588,0.15430982519590114
0.011641842150316727,0.15430982519590114
0.011641842150316727,0.15491259795057263
0.011813045711350795,0.15491259795057263
0.011813045711350795,0.15551537070524413
0.012155452833418935,0.15551537070524413
0.012155452833418935,0.15732368896925858
0.012497859955487075,0.15732368896925858
0.012497859955487075,0.15852923447860157
0.012669063516521143,0.15852923447860157
0.012669063516521143,0.15913200723327306
0.012840267077555213,0.15913200723327306
0.012840267077555213,0.16033755274261605
0.013011470638589283,0.16033755274261605
0.013011470638589283,0.161543098251959
0.013182674199623353,0.161543098251959
0.013182674199623353,0.162748643761302
0.01352508132169149,0.162748643761302
0.01352508132169149,0.16636528028933092
0.01369628488272556,0.16636528028933092
0.01369628488272556,0.1675708257986739
0.0140386920047937,0.1675708257986739
0.0140386920047937,0.16817359855334538
0.014209895565827768,0.16817359855334538
0.014209895565827768,0.16877637130801687
0.014381099126861838,0.16877637130801687
0.014381099126861838,0.17118746232670284
0.014894709809964048,0.17118746232670284
0.014894709809964048,0.1717902350813743
0.015237116932032186,0.1717902350813743
0.015237116932032186,0.1729957805907173
0.015579524054100326,0.1729957805907173
0.015579524054100326,0.17661241711874623
0.015750727615134394,0.17661241711874623
0.015750727615134394,0.17962628089210367
0.015921931176168466,0.17962628089210367
0.015921931176168466,0.18022905364677516
0.016093134737202534,0.18022905364677516
0.016093134737202534,0.18203737191078964
0.016264338298236602,0.18203737191078964
0.016264338298236602,0.1838456901748041
0.016435541859270673,0.1838456901748041
0.016435541859270673,0.18565400843881857
0.01660674542030474,0.18565400843881857
0.01660674542030474,0.19107896323086196
0.016777948981338813,0.19107896323086196
0.016777948981338813,0.19168173598553345
0.01712035610340695,0.19168173598553345
0.01712035610340695,0.19529837251356238
0.01763396678650916,0.19529837251356238
0.01763396678650916,0.19650391802290537
0.017976373908577297,0.19650391802290537
0.017976373908577297,0.1995177817962628
0.01814757746961137,0.1995177817962628
0.01814757746961137,0.20313441832429174
0.018318781030645437,0.20313441832429174
0.018318781030645437,0.20614828209764918
0.01848998459167951,0.20614828209764918
0.01848998459167951,0.20675105485232068
0.018661188152713577,0.20675105485232068
0.018661188152713577,0.20976491862567812
0.018832391713747645,0.20976491862567812
0.018832391713747645,0.2103676913803496
0.019346002396849856,0.2103676913803496
0.019346002396849856,0.2115732368896926
0.019517205957883924,0.2115732368896926
0.019517205957883924,0.2121760096443641
0.019859613079952064,0.2121760096443641
0.019859613079952064,0.21277878239903555
0.020030816640986132,0.21277878239903555
0.020030816640986132,0.21398432790837854
0.020202020202020204,0.21398432790837854
0.020202020202020204,0.21579264617239302
0.020373223763054272,0.21579264617239302
0.020373223763054272,0.21699819168173598
0.02054442732408834,0.21699819168173598
0.02054442732408834,0.21760096443640747
0.02071563088512241,0.21760096443640747
0.02071563088512241,0.21880650994575046
0.02088683444615648,0.21880650994575046
0.02088683444615648,0.21940928270042195
0.021058038007190548,0.21940928270042195
0.021058038007190548,0.2212176009644364
0.02122924156822462,0.2212176009644364
0.02122924156822462,0.22362869198312235
0.021400445129258688,0.22362869198312235
0.021400445129258688,0.22423146473779385
0.02157164869029276,0.22423146473779385
0.02157164869029276,0.22483423749246534
0.021742852251326827,0.22483423749246534
0.021742852251326827,0.22845087402049427
0.021914055812360896,0.22845087402049427
0.021914055812360896,0.2332730560578662
0.022085259373394967,0.2332730560578662
0.022085259373394967,0.23628691983122363
0.022256462934429035,0.23628691983122363
0.022256462934429035,0.23869801084990958
0.022427666495463107,0.23869801084990958
0.022427666495463107,0.23990355635925256
0.022598870056497175,0.23990355635925256
0.022598870056497175,0.2423146473779385
0.022770073617531243,0.2423146473779385
0.022770073617531243,0.24291742013261
0.023112480739599383,0.24291742013261
0.023112480739599383,0.244122965641953
0.023283684300633455,0.244122965641953
0.023283684300633455,0.24472573839662448
0.024139702105803802,0.24472573839662448
0.024139702105803802,0.24532851115129597
0.02448210922787194,0.24532851115129597
0.02448210922787194,0.24713682941531043
0.02465331278890601,0.24713682941531043
0.02465331278890601,0.24954792043399637
