fpr,tpr
0.0,0.0
0.0,0.011363636363636364
0.0010964912280701754,0.011363636363636364
0.0010964912280701754,0.045454545454545456
0.0021929824561403508,0.045454545454545456
0.0021929824561403508,0.056818181818181816
0.0043859649122807015,0.056818181818181816
0.0043859649122807015,0.07954545454545454
0.008771929824561403,0.07954545454545454
0.008771929824561403,0.09090909090909091
0.01206140350877193,0.09090909090909091
0.01206140350877193,0.10227272727272728
0.015350877192982455,0.10227272727272728
0.015350877192982455,0.125
0.01644736842105263,0.125
0.01644736842105263,0.14772727272727273
0.017543859649122806,0.14772727272727273
0.017543859649122806,0.1590909090909091
0.019736842105263157,0.1590909090909091
0.019736842105263157,0.17045454545454544
0.020833333333333332,0.17045454545454544
0.020833333333333332,0.18181818181818182
0.023026315789473683,0.18181818181818182
0.023026315789473683,0.20454545454545456
0.025219298245614034,0.20454545454545456
0.025219298245614034,0.2159090909090909
0.03070175438596491,0.2159090909090909
0.03070175438596491,0.22727272727272727
0.03289473684210526,0.22727272727272727
0.03289473684210526,0.23863636363636365
0.03399122807017544,0.23863636363636365
0.03399122807017544,0.25
0.03728070175438596,0.25
0.03728070175438596,0.26136363636363635
0.041666666666666664,0.26136363636363635
0.041666666666666664,0.2840909090909091
0.04276315789473684,0.2840909090909091
0.04276315789473684,0.3068181818181818
0.043859649122807015,0.3068181818181818
0.043859649122807015,0.3181818181818182
0.046052631578947366,0.3181818181818182
0.046052631578947366,0.32954545454545453
0.051535087719298246,0.32954545454545453
0.051535087719298246,0.3409090909090909
0.0537280701754386,0.3409090909090909
0.0537280701754386,0.3522727272727273
0.05701754385964912,0.3522727272727273
0.05701754385964912,0.38636363636363635
0.0581140350877193,0.38636363636363635
0.0581140350877193,0.4090909090909091
0.06469298245614036,0.4090909090909091
0.06469298245614036,0.42045454545454547
0.06907894736842106,0.42045454545454547
0.06907894736842106,0.4318181818181818
0.0756578947368421,0.4318181818181818
0.0756578947368421,0.4431818181818182
0.08114035087719298,0.4431818181818182
0.08114035087719298,0.45454545454545453
0.08442982456140351,0.45454545454545453
0.08442982456140351,0.4659090909090909
0.08552631578947369,0.4659090909090909
0.08552631578947369,0.4772727272727273
0.09320175438596491,0.4772727272727273
0.09320175438596491,0.48863636363636365
0.09539473684210527,0.48863636363636365
0.09539473684210527,0.5113636363636364
0.10307017543859649,0.5113636363636364
0.10307017543859649,0.5227272727272727
0.11513157894736842,0.5227272727272727
0.11513157894736842,0.5340909090909091
0.1162280701754386,0.5340909090909091
0.1162280701754386,0.5454545454545454
0.11732456140350878,0.5454545454545454
0.11732456140350878,0.5795454545454546
0.11842105263157894,0.5795454545454546
0.11842105263157894,0.5909090909090909
0.12171052631578948,0.5909090909090909
0.12171052631578948,0.6136363636363636
0.125,0.6136363636363636
0.125,0.6477272727272727
0.12609649122807018,0.6477272727272727
0.12609649122807018,0.6704545454545454
0.12828947368421054,0.6704545454545454
0.12828947368421054,0.6818181818181818
0.13706140350877194,0.6818181818181818
0.13706140350877194,0.7045454545454546
0.13925438596491227,0.7045454545454546
0.13925438596491227,0.7159090909090909
0.14364035087719298,0.7159090909090909
0.14364035087719298,0.7272727272727273
0.15021929824561403,0.7272727272727273
0.15021929824561403,0.7386363636363636
0.15460526315789475,0.7386363636363636
0.15460526315789475,0.75
0.15899122807017543,0.75
0.15899122807017543,0.7727272727272727
0.22587719298245615,0.7727272727272727
0.22587719298245615,0.7840909090909091
0.28399122807017546,0.7840909090909091
0.28399122807017546,0.7954545454545454
0.3157894736842105,0.7954545454545454
0.3157894736842105,0.8068181818181818
0.36403508771929827,0.8068181818181818
0.36403508771929827,0.8181818181818182
0.3717105263157895,0.8181818181818182
0.3717105263157895,0.8295454545454546
0.38596491228070173,0.8295454545454546
0.38596491228070173,0.8522727272727273
0.4418859649122807,0.8522727272727273
0.4418859649122807,0.8636363636363636
0.4594298245614035,0.8636363636363636
0.4594298245614035,0.875
0.46600877192982454,0.875
0.46600877192982454,0.8863636363636364
0.5416666666666666,0.8863636363636364
0.5416666666666666,0.8977272727272727
0.5603070175438597,0.8977272727272727
0.5603070175438597,0.9090909090909091
0.6644736842105263,0.9090909090909091
0.6644736842105263,0.9318181818181818
0.7039473684210527,0.9318181818181818
0.7039473684210527,0.9431818181818182
0.7521929824561403,0.9431818181818182
0.7521929824561403,0.9545454545454546
0.8103070175438597,0.9545454545454546
0.8103070175438597,0.9659090909090909
0.819078947368421,0.9659090909090909
0.819078947368421,0.9772727272727273
0.8760964912280702,0.9772727272727273
0.8760964912280702,0.9886363636363636
0.9495614035087719,0.9886363636363636
0.9495614035087719,1.0
1.0,1.0
